fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality
7,6;,47;,49;13;,239;42;220;,9988;2,96;,51;9,2;3
7,9;,22;,49;3,8;,042;26;105;,993;3,1;,39;10,5;3
7,8;,49;,49;7;,043;29;149;,9952;3,21;,33;10;3
6,4;,22;,49;7,5;,054;42;151;,9948;3,27;,52;10,1;4
8,1;,3;,49;12,3;,049;50;144;,9971;3,09;,57;10,2;5
7,3;,19;,49;15,55;,058;50;134;,9998;3,42;,36;9,1;5
7,5;,24;,49;9,4;,048;50;149;,9962;3,17;,59;10,5;5
6,4;,22;,49;7,5;,054;42;151;,9948;3,27;,52;10,1;4
7,8;,21;,49;1,2;,036;20;99;,99;3,05;,28;12,1;5
7,1;,3;,49;1,6;,045;31;100;,9942;3,4;,59;10,2;3
7,6;,31;,49;3,95;,044;27;131;,9912;3,08;,67;12,8;5
6,4;,42;,74;12,8;,076;48;209;,9978;3,12;,58;9;4
8,2;,29;,49;1;,044;29;118;,9928;3,24;,36;10,9;2
7,9;,33;,28;31,6;,053;35;176;1,0103;3,15;,38;8,8;4
6,6;,46;,49;7,4;,052;19;184;,9956;3,11;,38;9;3
5,8;,15;,49;1,1;,048;21;98;,9929;3,19;,48;9,2;3
7,8;,4;,49;7,8;,06;34;162;,9966;3,26;,58;11,3;4
6,6;,325;,49;7,7;,049;53;217;,996;3,16;,4;9,3;3
6,6;,27;,49;7,8;,049;62;217;,9959;3,17;,45;9,4;4
6,7;,26;,49;8,3;,047;54;191;,9954;3,23;,4;10,3;4
6,7;,21;,49;1,4;,047;30;114;,9914;2,92;,42;10,8;5
7,9;,33;,28;31,6;,053;35;176;1,0103;3,15;,38;8,8;4
8,1;,28;,46;15,4;,059;32;177;1,0004;3,27;,58;9;2
6,5;,13;,37;1;,036;48;114;,9911;3,41;,51;11,5;6
7,8;,445;,56;1;,04;8;84;,9938;3,25;,43;10,8;3
8,8;,39;,34;5,9;,055;33;128;,9927;2,95;,51;11,8;4
7,9;,18;,33;1,2;,033;20;72;,9922;3,12;,38;10,5;5
7,8;,24;,18;6,7;,046;33;160;,9963;3,2;,56;9,8;4
7;,35;,3;6,5;,028;27;87;,9936;3,4;,42;11,4;5
6,6;,26;,31;4,8;,138;41;168;,9951;3,2;,38;9,3;3
6,6;,27;,31;5,3;,137;35;163;,9951;3,2;,38;9,3;3
6,8;,22;,29;8,9;,046;82;188;,9955;3,3;,44;10,3;4
6,2;,27;,32;8,8;,047;65;224;,9961;3,17;,47;8,9;3
7;,35;,3;6,5;,028;27;87;,9936;3,4;,42;11,4;5
7,3;,23;,37;1,8;,032;60;156;,992;3,11;,35;11,1;4
6,4;,35;,2;5,7;,034;18;117;,9944;3,33;,43;10,1;3
7,6;,32;,34;18,35;,054;44;197;1,0008;3,22;,55;9;3
6,3;,31;,3;10;,046;49;212;,9962;3,74;,55;11,9;4
7,2;,25;,28;14,4;,055;55;205;,9986;3,12;,38;9;5
7,2;,25;,28;14,4;,055;55;205;,9986;3,12;,38;9;5
7,3;,26;,33;17,85;,049;41,5;195;1;3,06;,44;9,1;5
7,2;,25;,28;14,4;,055;55;205;,9986;3,12;,38;9;5
7,4;,26;,37;9,4;,047;42;147;,9982;3,46;,72;10;3
7,3;,26;,33;17,85;,049;41,5;195;1;3,06;,44;9,1;5
6,7;,25;,26;1,55;,041;118,5;216;,9949;3,55;,63;9,4;1
7,1;,16;,25;1,3;,034;28;123;,9915;3,27;,55;11,4;4
9;,43;,3;1,5;,05;7;175;,9951;3,11;,45;9,7;2
7,2;,25;,28;14,4;,055;55;205;,9986;3,12;,38;9;5
7;,24;,3;4,2;,04;41;213;,9927;3,28;,49;11,8;4
6,7;,265;,22;8,6;,048;54;198;,9955;3,25;,41;10,2;3
7,2;,21;,33;3;,036;35;132;,9928;3,25;,4;11;4
8,5;,32;,36;14,9;,041;47;190;,9982;3,08;,31;10;4
7;,24;,3;4,2;,04;41;213;,9927;3,28;,49;11,8;4
6,3;,26;,29;2,2;,043;35;175;,9918;3,38;,43;11,6;4
6,7;,26;,3;1,8;,043;25;121;,9944;3,44;,61;10,2;4
7,9;,29;,36;11,1;,033;43;208;,9969;3,14;,46;10,3;3
6,5;,27;,19;4,2;,046;6;114;,9955;3,25;,35;8,6;2
6,7;,33;,42;6,4;,058;27;151;,9954;3,16;,44;9,6;3
6,7;,31;,42;6,4;,057;25;148;,9955;3,16;,45;9,6;3
6,6;,25;,31;1,5;,035;32;127;,9921;3,41;,47;11,3;4
6,8;,26;,29;16,95;,056;48;179;,9998;3,45;,4;9,6;3
7;,61;,26;1,7;,051;25;161;,9946;3,36;,6;10,6;2
6,8;,22;,3;13,6;,055;50;180;,9984;3,44;,39;9,8;3
8,1;,31;,24;1,6;,032;10;67;,9924;3,08;,47;10,5;3
7;,2;,3;6,1;,037;31;120;,9939;3,24;,51;10,8;3
7,9;,18;,37;3;,061;25;178;,995;3,22;,51;10;4
6,8;,3;,24;6,6;,123;35;116;,9953;3,07;,48;9,4;3
6,5;,18;,34;1,6;,04;43;148;,9912;3,32;,59;11,5;6
7;,21;,31;6;,046;29;108;,9939;3,26;,5;10,8;4
6,8;,27;,32;1,5;,044;19;142;,9921;3,1;,43;9,9;4
9,3;,2;,33;1,7;,05;28;178;,9954;3,16;,43;9;2
5,8;,23;,27;1,8;,043;24;69;,9933;3,38;,31;9,4;4
7,6;,2;,39;2,6;,044;30;180;,9941;3,46;,44;10,8;5
7,5;,4;1;19,5;,041;33;148;,9977;3,24;,38;12;4
6,5;,18;,34;1,6;,04;43;148;,9912;3,32;,59;11,5;6
7;,13;,3;5;,056;31;122;,9945;3,47;,42;10,5;4
6,9;,17;,22;4,6;,064;55;152;,9952;3,29;,37;9,3;4
7;,3;,32;6,4;,034;28;97;,9924;3,23;,44;11,8;4
7,6;,445;,44;14,5;,045;68;212;,9986;3,48;,36;10;4
7,5;,22;,33;6,7;,036;45;138;,9939;3,2;,68;11,4;4
9,2;,23;,3;1,1;,031;40;99;,9929;2,94;,3;10,4;4
8,7;,34;,46;13,8;,055;68;198;,9988;3,36;,37;9,5;4
6,6;,545;,04;2,5;,031;48;111;,9906;3,14;,32;11,9;3
8,1;,3;,31;1,1;,041;49;123;,9914;2,99;,45;11,1;4
6,9;,16;,3;9,6;,057;50;185;,9978;3,39;,38;9,6;4
8;,32;,36;4,6;,042;56;178;,9928;3,29;,47;12;4
6,1;,22;,23;3,1;,052;15;104;,9948;3,14;,42;8,7;3
7,5;,15;,38;1,8;,054;19;101;,9946;3,24;,44;10;3
8,4;,29;,29;1,05;,032;4;55;,9908;2,91;,32;11,4;2
6,6;,37;,47;6,5;,061;23;150;,9954;3,14;,45;9,6;4
7,7;,38;,4;2;,038;28;152;,9906;3,18;,32;12,9;4
6,3;,25;,23;14,9;,039;47;142;,99705;3,14;,35;9,7;4
8,3;,3;,36;10;,042;33;169;,9982;3,23;,51;9,3;4
6,6;,22;,58;1,1;,133;52;136;,9932;3,1;,3;9,1;3
6,1;,34;,31;12;,053;46;238;,9977;3,16;,48;8,6;3
7,5;,22;,29;4,8;,05;33;87;,994;3,14;,42;9,9;3
8,3;,3;,36;10;,042;33;169;,9982;3,23;,51;9,3;4
8;,27;,24;1,2;,044;20;102;,9929;3,28;,42;10,9;3
6,1;,17;,27;1,5;,056;45;135;,9924;3,2;,43;10,2;4
7,4;,18;,3;10,4;,045;44;174;,9966;3,11;,57;9,7;4
6,7;,16;,28;2,5;,046;40;153;,9921;3,38;,51;11,4;5
7,4;,23;,25;1,4;,049;43;141;,9934;3,42;,54;10,2;5
6,4;,16;,28;2,2;,042;33;93;,9914;3,31;,43;11,1;4
6,3;,25;,23;14,9;,039;47;142;,99705;3,14;,35;9,7;4
6,7;,27;,25;8;,053;54;202;,9961;3,22;,43;9,3;3
6,9;,29;,23;8,6;,056;56;215;,9967;3,17;,44;8,8;3
6,6;,62;,2;8,7;,046;81;224;,99605;3,17;,44;9,3;3
8;,3;,28;5,7;,044;31;124;,9948;3,16;,51;10,2;4
6,4;,17;,27;1,5;,037;20;98;,9916;3,46;,42;11;5
7,3;,21;,3;10,9;,037;18;112;,997;3,4;,5;9,6;4
6,7;,27;,25;8;,053;54;202;,9961;3,22;,43;9,3;3
7,4;,32;,22;1,7;,051;50;179;,9955;3,28;,69;8,9;3
6,6;,37;,07;1,4;,048;58;144;,9922;3,17;,38;10;3
7,7;,43;,28;4,5;,046;33;102;,9918;3,16;,56;12,2;5
7,8;,39;,26;9,9;,059;33;181;,9955;3,04;,42;10,9;4
6,5;,18;,26;1,4;,041;40;141;,9941;3,34;,72;9,5;4
7,8;,4;,26;9,5;,059;32;178;,9955;3,04;,43;10,9;4
6,9;,19;,28;3;,054;33;99;,9924;3,16;,4;10,8;4
7,7;,49;1;19,6;,03;28;135;,9973;3,24;,4;12;4
6,6;,25;,35;14;,069;42;163;,999;3,56;,47;9,8;3
6,5;,18;,26;1,4;,041;40;141;,9941;3,34;,72;9,5;4
6,4;,15;,36;1,8;,034;43;150;,9922;3,42;,69;11;6
8,4;,17;,31;5,4;,052;47;150;,9953;3,24;,38;9,8;3
6,1;,32;,37;1,8;,051;13;200;,9945;3,49;,44;10,5;2
8,5;,21;,26;9,25;,034;73;142;,9945;3,05;,37;11,4;4
8,7;,45;,4;1,5;,067;17;100;,9957;3,27;,57;10,1;4
6,7;,24;,29;6,8;,038;54;127;,9932;3,33;,46;11,6;5
8,5;,21;,26;9,25;,034;73;142;,9945;3,05;,37;11,4;4
7,4;,33;,26;2,6;,04;29;115;,9913;3,07;,52;11,8;5
7,2;,26;,3;2,1;,033;50;158;,9909;3,33;,43;12,1;5
8,2;,36;,29;7,6;,035;37;122;,9939;3,16;,34;12;3
9,4;,16;,3;1,4;,042;26;176;,9954;3,15;,46;9,1;3
6,4;,33;,24;1,6;,054;25;117;,9943;3,36;,5;9,3;3
6,6;,37;,24;2;,064;23;120;,9946;3,32;,54;9,4;3
6,7;,37;,41;6,3;,061;22;149;,9953;3,16;,47;9,6;4
6,9;,25;,27;9,05;,039;37;128;,9936;3,27;,34;11,3;6
6,8;,23;,29;15,4;,073;56;173;,9984;3,06;,41;8,7;4
6,4;,26;,21;7,1;,04;35;162;,9956;3,39;,58;9,9;4
6,8;,23;,29;15,4;,073;56;173;,9984;3,06;,41;8,7;4
6,4;,26;,21;7,1;,04;35;162;,9956;3,39;,58;9,9;4
7,6;,3;,22;10,2;,049;57;191;,9966;3,08;,4;9,3;4
7,5;,33;,39;12,4;,065;29;119;,9974;3,16;,39;9,4;3
7,6;,38;,2;3,4;,046;9;116;,9944;3,15;,41;9,4;3
8,8;,2;,43;15;,053;60;184;1,0008;3,28;,79;8,8;4
7,5;,33;,39;12,4;,065;29;119;,9974;3,16;,39;9,4;3
6,6;,36;,21;1,5;,049;39;184;,9928;3,18;,41;9,9;4
5,6;,46;,24;4,8;,042;24;72;,9908;3,29;,37;12,6;4
7,2;,15;,38;1,2;,038;18;110;,9917;3,19;,43;11,1;4
6,8;,3;,35;2,8;,038;10;164;,9912;3,09;,53;12;4
6,7;,27;,3;13,9;,029;34;131;,9953;3,36;,5;12;5
7,2;,5;0;,8;,034;46;114;,9932;3,19;,34;9,2;2
6;,26;,29;1;,032;27;96;,9896;3,38;,44;12,3;4
6,8;,3;,35;2,8;,038;10;164;,9912;3,09;,53;12;4
7,4;,29;,31;1,7;,035;23;110;,9926;3,07;,38;10,9;3
8,2;,42;,29;4,1;,03;31;100;,9911;3;,32;12,8;5
7,3;,19;,24;6,3;,054;34;231;,9964;3,36;,54;10;4
6,5;,32;,12;11,5;,033;35;165;,9974;3,22;,32;9;3
7,1;,32;,4;1,5;,034;13;84;,9944;3,42;,6;10,4;3
6,5;,32;,12;11,5;,033;35;165;,9974;3,22;,32;9;3
7,3;,19;,24;6,3;,054;34;231;,9964;3,36;,54;10;4
7,3;,17;,23;6,3;,051;35;240;,9963;3,36;,54;10;4
7,7;,44;,24;11,2;,031;41;167;,9948;3,12;,43;11,3;5
7,7;,44;,24;11,2;,031;41;167;,9948;3,12;,43;11,3;5
7,4;,49;,24;15,1;,03;34;153;,9953;3,13;,51;12;5
7,7;,44;,24;11,2;,031;41;167;,9948;3,12;,43;11,3;5
6,4;,21;,3;5,6;,044;43;160;,9949;3,6;,41;10,6;4
8;,55;,42;12,6;,211;37;213;,9988;2,99;,56;9,3;3
7;,19;,23;5,7;,123;27;104;,9954;3,04;,54;9,4;4
7,2;,24;,29;2,2;,037;37;102;,992;3,27;,64;11;5
6,5;,34;,36;11;,052;53;247;,9984;3,44;,55;9,3;4
7;,19;,23;5,7;,123;27;104;,9954;3,04;,54;9,4;4
6,9;,18;,33;1;,054;24;164;,9926;3,42;,51;10,5;3
8,2;,18;,31;11,8;,039;96;249;,9976;3,07;,52;9,5;4
8,3;,28;,45;7,8;,059;32;139;,9972;3,33;,77;11,2;4
6,1;,34;,46;4,7;,029;21;94;,991;3,29;,62;12,3;4
7,4;,44;,2;11,5;,049;44;157;,998;3,27;,44;9;3
7,6;,26;,58;7,9;,041;62;180;,9966;3,07;,38;9;3
7,4;,44;,2;11,5;,049;44;157;,998;3,27;,44;9;3
8,7;,49;,57;17,8;,052;34;243;1,0007;2,98;,82;9;3
7;,24;,25;1,7;,042;48;189;,992;3,25;,42;11,4;4
7,1;,25;,25;1,6;,046;50;181;,9925;3,2;,42;11;5
6,1;,34;,46;4,7;,029;21;94;,991;3,29;,62;12,3;4
6,4;,18;,31;1,6;,049;36;127;,9934;3,6;,67;10,4;5
8,3;,27;,39;2,4;,058;16;107;,9955;3,28;,59;10,3;3
6,8;,24;,35;6,4;,048;44;172;,9944;3,29;,55;10,5;5
8;,22;,28;14;,053;83;197;,9981;3,14;,45;9,8;4
10;,91;,42;1,6;,056;34;181;,9968;3,11;,46;10;2
8,9;,33;,34;1,4;,056;14;171;,9946;3,13;,47;9,7;3
8;,22;,28;14;,053;83;197;,9981;3,14;,45;9,8;4
7,3;,13;,31;2,3;,054;22;104;,9924;3,24;,92;11,5;5
6,6;,28;,3;7,8;,049;57;202;,9958;3,24;,39;9,5;3
7,1;,25;,3;2,4;,042;25;122;,994;3,43;,61;10,5;4
7,6;,36;,44;8,3;,255;28;142;,9958;3,12;,43;10,2;4
7,6;,27;,25;13,9;,05;45;199;,9984;3,34;,5;9,8;4
6,9;,37;,28;13,8;,031;34;137;,9948;3,1;,37;11,6;4
7,4;,21;,27;7,3;,031;41;144;,9932;3,15;,38;11,8;5
8,2;,18;,28;8,5;,035;41;140;,9952;3,04;,37;10,1;5
6,3;,19;,21;1,8;,049;35;163;,9924;3,31;,5;10,3;4
7;,21;,22;5,1;,048;38;168;,9945;3,34;,49;10,4;4
5,8;,33;,2;16,05;,047;26;166;,9976;3,09;,46;8,9;3
5,8;,33;,2;16,05;,047;26;166;,9976;3,09;,46;8,9;3
7,9;,29;,31;7,35;,034;37;154;,9938;3,06;,31;10,8;3
6,6;,31;,38;16,05;,058;16;165;,9997;3,38;,6;9,2;3
8;,19;,3;2;,053;48;140;,994;3,18;,49;9,6;4
8;,2;,36;1,2;,032;21;78;,9921;3,08;,37;10,4;4
8;,25;,26;14;,043;41;248;,9986;3,03;,57;8,7;4
7,7;,3;,42;14,3;,045;45;213;,9991;3,18;,63;9,2;3
7,2;,2;,61;16,2;,043;14;103;,9987;3,06;,36;9,2;4
7,7;,3;,42;14,3;,045;45;213;,9991;3,18;,63;9,2;3
7,7;,3;,42;14,3;,045;45;213;,9991;3,18;,63;9,2;3
7;,53;,02;1;,036;39;107;,993;3,2;,32;9;3
7,3;,24;,41;13,6;,05;41;178;,9988;3,37;,43;9,7;3
7,2;,24;,4;17,85;,049;50;185;1;3,34;,42;9,6;3
7,7;,3;,42;14,3;,045;45;213;,9991;3,18;,63;9,2;3
7,6;,33;,41;13,7;,045;44;197;,9989;3,18;,64;9,1;3
6,8;,24;,31;18,3;,046;40;142;1;3,3;,41;8,7;3
6,8;,24;,31;18,3;,046;40;142;1;3,3;,41;8,7;3
6,8;,35;,44;6,5;,056;31;161;,9952;3,14;,44;9,5;3
7,9;,26;,33;10,3;,039;73;212;,9969;2,93;,49;9,5;4
7,5;,29;,67;8,1;,037;53;166;,9966;2,9;,41;8,9;4
7,5;,29;,67;8,1;,037;53;166;,9966;2,9;,41;8,9;4
6,7;,44;,31;1,9;,03;41;104;,99;3,29;,62;12,6;5
10;,23;,27;14,1;,033;45;166;,9988;2,72;,43;9,7;4
7,4;,21;,3;7,9;,039;14;118;,9942;2,96;,34;10,4;3
7,8;,34;,27;1,2;,04;25;106;,9932;3,01;,55;10,4;3
7,9;,26;,33;10,3;,039;73;212;,9969;2,93;,49;9,5;4
7,5;,29;,67;8,1;,037;53;166;,9966;2,9;,41;8,9;4
6;,28;,35;1,9;,037;16;120;,9933;3,16;,69;10,6;3
7,9;,37;,3;2,7;,029;64;158;,9916;3,12;,59;12;5
7,6;,13;,34;9,3;,062;40;126;,9966;3,21;,39;9,6;3
6,6;,25;,36;8,1;,045;54;180;,9958;3,08;,42;9,2;3
7,1;,18;,26;1,3;,041;20;71;,9926;3,04;,74;9,9;4
7,9;,3;,27;8,5;,036;20;112;,9939;2,96;,46;11,7;4
8,3;,23;,3;2,1;,049;21;153;,9953;3,09;,5;9,6;4
6,8;,43;,3;3,5;,033;27;135;,9906;3;,37;12;4
7,2;,36;,36;5,7;,038;26;98;,9914;2,93;,59;12,5;5
6,6;,25;,36;8,1;,045;54;180;,9958;3,08;,42;9,2;3
7,1;,18;,26;1,3;,041;20;71;,9926;3,04;,74;9,9;4
7,3;,22;,5;13,7;,049;56;189;,9994;3,24;,66;9;4
8,1;,26;,33;11,1;,052;52,5;158;,9976;3,03;,49;10,2;5
7,6;,13;,34;9,3;,062;40;126;,9966;3,21;,39;9,6;3
7;,12;,19;4,9;,055;27;127;,9953;3,29;,41;9,4;3
8,2;,37;,27;1,7;,028;10;59;,9923;2,97;,48;10,4;3
7,6;,26;,36;1,6;,032;6;106;,993;3,15;,4;10,4;2
6,3;,2;,58;1,4;,204;15;97;,9931;3,16;,43;10;4
6,3;,22;,57;1,4;,208;14;96;,9932;3,16;,43;10;4
7,1;,25;,28;1,6;,052;46;169;,9926;3,05;,41;10,5;3
7;,27;,32;6,8;,047;47;193;,9938;3,23;,39;11,4;4
8,8;,34;,33;9,7;,036;46;172;,9966;3,08;,4;10,2;3
7,1;,49;,22;2;,047;146,5;307,5;,9924;3,24;,37;11;1
9,2;,71;,23;6,2;,042;15;93;,9948;2,89;,34;10,1;4
7,2;,47;,65;8,3;,083;27;182;,9964;3;,35;9,2;3
6,8;,28;,36;1,6;,04;25;87;,9924;3,23;,66;10,3;4
8,8;,34;,33;9,7;,036;46;172;,9966;3,08;,4;10,2;3
9,2;,27;,34;10,5;,043;49;228;,9974;3,04;,41;10,4;4
7,3;,13;,27;4,6;,08;34;172;,9938;3,23;,39;11,1;5
7,2;,16;,35;1,2;,031;27;84;,9928;3,33;,34;9,9;3
6,8;,31;,32;7,6;,052;35;143;,9959;3,14;,38;9;3
8,3;,36;,57;15;,052;35;256;1,0001;2,93;,64;8,6;3
8,3;,36;,57;15;,052;35;256;1,0001;2,93;,64;8,6;3
6,3;,25;,44;11,6;,041;48;195;,9968;3,18;,52;9,5;3
6;,45;,42;1,1;,051;61;197;,9932;3,02;,4;9;3
8,1;,26;,3;7,8;,049;39;152;,9954;2,99;,58;10;4
6,4;,22;,32;12;,066;57;158;,9992;3,6;,43;9;4
5,7;,45;,42;1,1;,051;61;197;,9932;3,02;,4;9;3
7,2;,19;,31;1,4;,046;37;135;,9939;3,34;,57;10,2;5
6,7;,31;,44;6,7;,054;29;160;,9952;3,04;,44;9,6;3
8;,25;,13;17,2;,036;49;219;,9996;2,96;,46;9,7;3
9,9;1,005;,46;1,4;,046;34;185;,9966;3,02;,49;10,2;2
8,1;,31;,36;8,2;,028;29;142;,9925;3,01;,34;13;5
8,1;,24;,38;4,3;,044;49;172;,996;3,37;,74;10,8;4
8;,25;,13;17,2;,036;49;219;,9996;2,96;,46;9,7;3
6,4;,29;,28;11,1;,063;66;169;,9973;2,89;,57;9;3
7;,12;,32;7,2;,058;22;89;,9966;3,29;,38;9,2;4
7,4;,32;,55;16,6;,056;53;238;1,0017;2,96;,58;8,7;4
8,5;,17;,31;1;,024;13;91;,993;2,79;,37;10,1;3
8,5;,17;,31;1;,024;13;91;,993;2,79;,37;10,1;3
9,5;,21;,47;1,3;,039;21;123;,9959;2,9;,64;9,5;3
8,2;,21;,48;1,4;,041;11;99;,9958;3,17;,57;9,9;3
6,8;,31;,42;6,9;,046;50;173;,9958;3,19;,46;9;3
6,8;,27;,28;13,3;,076;50;163;,9979;3,03;,38;8,6;4
8;,23;,35;9,2;,044;53;186;,997;3,09;,56;9,5;5
7,6;,2;,31;1,4;,047;41;142;,9934;3,43;,53;10,1;4
6,3;,41;,3;3,2;,03;49;164;,9927;3,53;,79;11,7;5
8,3;,49;,43;2,5;,036;32;116;,9944;3,23;,47;10,7;4
6,3;,41;,3;3,2;,03;49;164;,9927;3,53;,79;11,7;5
7,6;,2;,26;4,5;,086;37;133;,9963;3,15;,42;9,2;3
7,5;,26;,26;18,35;,084;33;139;1,0011;3,17;,39;8,8;3
6,8;,27;,35;7,8;,048;76;197;,9959;3,24;,43;9,5;4
6,8;,28;,37;7;,057;35;208;,9973;3,57;,55;10,2;3
8,4;,2;,27;6,3;,048;30;143;,9966;3,25;,5;9,1;4
7,9;,33;,26;1,2;,044;23;103;,9932;3,19;,54;10,5;4
7,5;,38;,5;12,8;,042;57;184;,9984;3,09;,46;9;4
7,6;,2;,3;14,2;,056;53;212,5;,999;3,14;,46;8,9;6
7,6;,2;,3;14,2;,056;53;212,5;,999;3,14;,46;8,9;6
7,6;,2;,3;14,2;,056;53;212,5;,999;3,14;,46;8,9;6
7,6;,16;,41;1,9;,047;27;151;,9937;3,2;,53;10,1;4
8,1;,22;,28;7,7;,043;57;176;,9954;3,12;,55;10;3
7,6;,2;,3;14,2;,056;53;212,5;,999;3,14;,46;8,9;6
7;,12;,28;6,3;,057;17;103;,9957;3,5;,44;9,6;3
7,4;,3;,22;5,25;,053;33;180;,9926;3,13;,45;11,6;4
7;,28;,33;14,6;,043;47;168;,9994;3,34;,67;8,8;4
8,4;,2;,38;11,8;,055;51;170;1,0004;3,34;,82;8,9;4
7;,28;,33;14,6;,043;47;168;,9994;3,34;,67;8,8;4
8,4;,2;,38;11,8;,055;51;170;1,0004;3,34;,82;8,9;4
8,4;,2;,38;11,8;,055;51;170;1,0004;3,34;,82;8,9;4
7,3;,18;,31;17,3;,055;32;197;1,0002;3,13;,46;9;4
6,8;,31;,09;1,4;,04;56;145;,9922;3,19;,46;10;3
6,7;,31;,08;1,3;,038;58;147;,9922;3,18;,46;10;3
7,4;,3;,22;5,25;,053;33;180;,9926;3,13;,45;11,6;4
7,4;,26;,31;2,4;,043;58;178;,9941;3,42;,68;10,6;4
7;,28;,33;14,6;,043;47;168;,9994;3,34;,67;8,8;4
8,4;,2;,38;11,8;,055;51;170;1,0004;3,34;,82;8,9;4
7,2;,15;,39;1,8;,043;21;159;,9948;3,52;,47;10;3
7;,25;,56;2;,035;20;95;,9918;3,23;,53;11;4
7,2;,15;,39;1,8;,043;21;159;,9948;3,52;,47;10;3
6,8;,18;,46;1,4;,064;37;160;,9924;3,37;,45;11,1;3
6,6;,32;,22;16,7;,046;38;133;,9979;3,22;,67;10,4;4
9;,55;,3;8,1;,026;14;71;,993;2,94;,36;11,8;3
6,9;,19;,39;8;,028;22;84;,994;3,11;,66;10,8;4
6,3;,41;,33;4,7;,023;28;110;,991;3,3;,38;12,5;5
9;,55;,3;8,1;,026;14;71;,993;2,94;,36;11,8;3
6,6;,32;,22;16,7;,046;38;133;,9979;3,22;,67;10,4;4
7,7;,26;,34;6,4;,05;36;163;,9937;3,19;,7;11,5;4
6,3;,21;,28;1,5;,051;46;142;,9928;3,23;,42;10,1;4
7,6;,34;,39;7,6;,04;45;215;,9965;3,11;,53;9,2;4
6,3;,21;,28;1,5;,051;46;142;,9928;3,23;,42;10,1;4
8;,43;,4;12,4;,168;29;190;,9991;3,07;,64;9,2;3
7,5;,3;,71;1,3;,16;44;149;,9948;3,08;,42;8,9;3
6,9;,32;,15;8,1;,046;51;180;,9958;3,13;,45;8,9;3
8,9;,21;,34;7,1;,037;33;150;,9962;3,1;,45;9,7;4
7,6;,34;,39;7,6;,04;45;215;,9965;3,11;,53;9,2;4
7,6;,29;,26;6,5;,042;32;160;,9944;3,14;,47;10,7;3
6,5;,25;,2;1,4;,024;29;101;,9916;3,24;,54;10,8;4
7,2;,23;,33;12,7;,049;50;183;,9987;3,41;,4;9,8;3
7,9;,35;,36;1,6;,038;11;124;,9928;3,25;,48;11;3
8,8;,2;,28;1,1;,018;18;72;,9926;2,97;,35;10,4;3
5,7;,27;,32;1,2;,046;20;155;,9934;3,8;,41;10,2;4
5,5;,14;,27;4,6;,029;22;104;,9949;3,34;,44;9;3
8,7;,24;,35;,6;,042;11;71;,9926;3,08;,38;10,6;3
6,7;,3;,45;10,6;,032;56;212;,997;3,22;,59;9,5;4
5,5;,14;,27;4,6;,029;22;104;,9949;3,34;,44;9;3
5,6;,13;,27;4,8;,028;22;104;,9948;3,34;,45;9,2;4
6,8;,33;,44;7;,05;29;155;,9955;3,14;,42;9,5;3
6,3;,28;,24;8,45;,031;32;172;,9958;3,39;,57;9,7;5
11,8;,23;,38;11,1;,034;15;123;,9997;2,93;,55;9,7;1
6,8;,21;,27;18,15;,042;41;146;1,0001;3,3;,36;8,7;3
6,8;,21;,27;18,15;,042;41;146;1,0001;3,3;,36;8,7;3
8,6;,485;,29;4,1;,026;19;101;,9918;3,01;,38;12,4;3
8,6;,485;,29;4,1;,026;19;101;,9918;3,01;,38;12,4;3
7,3;,29;,29;4,6;,029;27;155;,9931;3,07;,26;10,6;4
6,7;,31;,31;4,9;,031;20;151;,9926;3,36;,82;12;5
5,7;,46;,46;1,4;,04;31;169;,9932;3,13;,47;8,8;3
6,8;,28;,44;11,5;,04;58;223;,9969;3,22;,56;9,5;3
6,7;,23;,33;1,8;,036;23;96;,9925;3,32;,4;10,8;4
6,9;,17;,25;1,6;,047;34;132;,9914;3,16;,48;11,4;3
7,6;,18;,36;2,4;,049;38;123;,996;3,6;,46;10,3;3
6,6;,22;,28;4,9;,042;51;180;,9952;3,3;,75;9,5;4
7,8;,27;,28;1,8;,05;21;127;,9934;3,15;,44;9,9;3
7,7;,28;,29;4,3;,051;25;142;,9939;3,16;,39;10,2;3
7,6;,29;,29;4,4;,051;26;146;,9939;3,16;,39;10,2;3
5,7;,32;,18;1,4;,029;26;104;,9906;3,44;,37;11;4
7,1;,33;,25;1,6;,03;25;126;,9901;3,22;,34;12,1;5
7,3;,34;,3;1,3;,057;25;173;,9948;3,26;,51;9,1;4
6,5;,19;,26;5,2;,04;31;140;,995;3,26;,68;9,5;4
6,6;,23;,27;5,6;,043;43;164;,9953;3,27;,76;9,5;3
6,6;,27;,29;5,3;,045;57;189;,9953;3,31;,79;9,8;3
6,6;,22;,28;4,9;,042;51;180;,9952;3,3;,75;9,5;4
7,6;,18;,36;2,4;,049;38;123;,996;3,6;,46;10,3;3
6,8;,36;,32;1,6;,039;10;124;,9948;3,3;,67;9,6;3
7;,22;,39;2,1;,055;39;198;,9951;3,52;,54;10,2;4
5,9;,17;,3;1,4;,042;25;119;,9931;3,68;,72;10,5;4
7,4;,45;,32;7,1;,044;17;117;,9962;3,32;,41;10,4;2
6,8;,36;,32;1,6;,039;10;124;,9948;3,3;,67;9,6;3
